card_id,name,set,supertype,artist
ng-23,Magby,NG,Pokémon,Ken Sugimori
ng-24,Murkrow,NG,Pokémon,Shin-ichi Yoshida
ng-25,Sneasel,NG,Pokémon,Ken Sugimori
ng-26,Aipom,NG,Pokémon,Hironobu Yoshida
ng-27,Ariados,NG,Pokémon,Ken Sugimori
ng-28,Bayleef,NG,Pokémon,Ken Sugimori
ng-29,Bayleef,NG,Pokémon,Ken Sugimori
ng-3,Bellossom,NG,Pokémon,Atsuko Nishida
ng-30,Clefairy,NG,Pokémon,Sumiyoshi Kizuki
ng-31,Croconaw,NG,Pokémon,Ken Sugimori
ng-32,Croconaw,NG,Pokémon,Ken Sugimori
ng-33,Electabuzz,NG,Pokémon,Shin-ichi Yoshida
ng-34,Flaaffy,NG,Pokémon,Ken Sugimori
ng-35,Furret,NG,Pokémon,Ken Sugimori
ng-36,Gloom,NG,Pokémon,Mitsuhiro Arita
ng-37,Granbull,NG,Pokémon,Ken Sugimori
ng-38,Lanturn,NG,Pokémon,Ken Sugimori
ng-39,Ledian,NG,Pokémon,Ken Sugimori
ng-4,Feraligatr,NG,Pokémon,Ken Sugimori
ng-40,Magmar,NG,Pokémon,Naoyo Kimura
ng-41,Miltank,NG,Pokémon,Ken Sugimori
ng-42,Noctowl,NG,Pokémon,Ken Sugimori
ng-43,Phanpy,NG,Pokémon,Ken Sugimori
ng-44,Piloswine,NG,Pokémon,Ken Sugimori
ng-45,Quagsire,NG,Pokémon,Atsuko Nishida
ng-46,Quilava,NG,Pokémon,Ken Sugimori
ng-47,Quilava,NG,Pokémon,Ken Sugimori
ng-48,Seadra,NG,Pokémon,Shin-ichi Yoshida
ng-49,Skiploom,NG,Pokémon,Atsuko Nishida
ng-5,Feraligatr,NG,Pokémon,Ken Sugimori
ng-50,Sunflora,NG,Pokémon,Kagemaru Himeno
ng-51,Togepi,NG,Pokémon,Naoyo Kimura
ng-52,Xatu,NG,Pokémon,Ken Sugimori
ng-53,Chikorita,NG,Pokémon,Naoyo Kimura
ng-54,Chikorita,NG,Pokémon,Ken Sugimori
ng-55,Chinchou,NG,Pokémon,Ken Sugimori
ng-56,Cyndaquil,NG,Pokémon,Ken Sugimori
ng-57,Cyndaquil,NG,Pokémon,Shin-ichi Yoshida
ng-58,Girafarig,NG,Pokémon,Ken Sugimori
ng-59,Gligar,NG,Pokémon,Hironobu Yoshida
ng-6,Heracross,NG,Pokémon,Ken Sugimori
ng-60,Hoothoot,NG,Pokémon,Sumiyoshi Kizuki
ng-61,Hoppip,NG,Pokémon,Atsuko Nishida
ng-62,Horsea,NG,Pokémon,Miki Tanaka
ng-63,Ledyba,NG,Pokémon,Sumiyoshi Kizuki
ng-64,Mantine,NG,Pokémon,Ken Sugimori
ng-65,Mareep,NG,Pokémon,Ken Sugimori
ng-66,Marill,NG,Pokémon,Atsuko Nishida
ng-67,Natu,NG,Pokémon,Ken Sugimori
ng-68,Oddish,NG,Pokémon,Sumiyoshi Kizuki
ng-69,Onix,NG,Pokémon,Mitsuhiro Arita
ng-7,Jumpluff,NG,Pokémon,Atsuko Nishida
ng-70,Pikachu,NG,Pokémon,Naoyo Kimura
ng-71,Sentret,NG,Pokémon,Ken Sugimori
ng-72,Shuckle,NG,Pokémon,Ken Sugimori
ng-73,Slowpoke,NG,Pokémon,Tomokazu Komiya
ng-74,Snubbull,NG,Pokémon,Mitsuhiro Arita
ng-75,Spinarak,NG,Pokémon,Ken Sugimori
ng-76,Stantler,NG,Pokémon,Ken Sugimori
ng-77,Sudowoodo,NG,Pokémon,Ken Sugimori
ng-78,Sunkern,NG,Pokémon,Kagemaru Himeno
ng-79,Swinub,NG,Pokémon,Ken Sugimori
ng-8,Kingdra,NG,Pokémon,Ken Sugimori
ng-80,Totodile,NG,Pokémon,Ken Sugimori
ng-81,Totodile,NG,Pokémon,Hironobu Yoshida
ng-82,Wooper,NG,Pokémon,Miki Tanaka
ng-83,Arcade Game,NG,Trainer,"K. Hoshiba, CR CG gangs"
ng-84,Ecogym,NG,Trainer,"Shin-ichi Yoshikawa, CR CG gangs"
ng-85,Energy Charge,NG,Trainer,Keiji Kinebuchi
ng-86,Focus Band,NG,Trainer,Tomokazu Komiya
ng-87,Mary,NG,Trainer,Ken Sugimori
ng-88,PokéGear,NG,Trainer,"Katsura Tabata, CR CG gangs"
ng-89,Super Energy Retrieval,NG,Trainer,Keiji Kinebuchi
ng-9,Lugia,NG,Pokémon,Hironobu Yoshida
ng-90,Time Capsule,NG,Trainer,"""Big Mama"" Tagawa, CR CG gangs"
ng-91,Bill's Teleporter,NG,Trainer,Keiji Kinebuchi
ng-92,Card-Flip Game,NG,Trainer,"K. Hoshiba, CR CG gangs"
ng-93,Gold Berry,NG,Trainer,"Ryuta Kusumi, CR CG gangs"
ng-94,Miracle Berry,NG,Trainer,"Yousuke Hirata, CR CG gangs"
ng-95,New Pokédex,NG,Trainer,Keiji Kinebuchi
ng-96,Professor Elm,NG,Trainer,Ken Sugimori
ng-97,Sprout Tower,NG,Trainer,"Hiromichi Sugiyama, CR CG gangs"
ng-98,Super Scoop Up,NG,Trainer,Keiji Kinebuchi
ng-99,Berry,NG,Trainer,"Yousuke Hirata, CR CG gangs"
nr-1,Ampharos,NR,Pokémon,Toshinao Aoki
nr-10,Magneton,NR,Pokémon,"""Big Mama"" Tagawa, CR CG gangs"
nr-11,Misdreavus,NR,Pokémon,Ken Sugimori
nr-12,Porygon2,NR,Pokémon,Keiji Kinebuchi
nr-13,Raikou,NR,Pokémon,Ken Sugimori
nr-14,Suicune,NR,Pokémon,Ken Sugimori
nr-15,Aerodactyl,NR,Pokémon,Shin-ichi Yoshida
nr-16,Celebi,NR,Pokémon,Sumiyoshi Kizuki
nr-17,Entei,NR,Pokémon,Naoyo Kimura
nr-18,Ho-oh,NR,Pokémon,Aya Kusube
nr-18-ho-oh,Ho-Oh,NR,,Aya Kusube
nr-19,Kingdra,NR,Pokémon,Mitsuhiro Arita
nr-2,Blissey,NR,Pokémon,Yuka Morii
nr-20,Lugia,NR,Pokémon,Aya Kusube
nr-21,Raichu,NR,Pokémon,Masako Yamashita
nr-22,Raikou,NR,Pokémon,Naoyo Kimura
nr-23,Skarmory,NR,Pokémon,Aya Kusube
nr-24,Sneasel,NR,Pokémon,Sumiyoshi Kizuki
nr-25,Starmie,NR,Pokémon,"Keita Komatsuya, CR CG gangs"
nr-26,Sudowoodo,NR,Pokémon,Sumiyoshi Kizuki
nr-27,Suicune,NR,Pokémon,Naoyo Kimura
nr-28,Flaaffy,NR,Pokémon,Toshinao Aoki
nr-29,Golbat,NR,Pokémon,Masako Yamashita
nr-3,Celebi,NR,Pokémon,Hironobu Yoshida
nr-30,Graveler,NR,Pokémon,Yukiko Baba
nr-31,Jynx,NR,Pokémon,Tomokazu Komiya
nr-32,Lanturn,NR,Pokémon,Kagemaru Himeno
nr-33,Magcargo,NR,Pokémon,Shin-ichi Yoshida
nr-34,Octillery,NR,Pokémon,Tomokazu Komiya
nr-35,Parasect,NR,Pokémon,Atsuko Nishida
nr-36,Piloswine,NR,Pokémon,Atsuko Nishida
nr-37,Seaking,NR,Pokémon,Miki Tanaka
nr-38,Stantler,NR,Pokémon,Yukiko Baba
nr-39,Unown [B],NR,Pokémon,CR CG gangs
nr-39-unown-b,Unown \[B\],NR,,CR CG gangs
nr-4,Crobat,NR,Pokémon,Shin-ichi Yoshida
nr-40,Unown [Y],NR,Pokémon,CR CG gangs
nr-40-unown-y,Unown \[Y\],NR,,CR CG gangs
nr-41,Aipom,NR,Pokémon,Sumiyoshi Kizuki
nr-42,Chinchou,NR,Pokémon,Atsuko Nishida
nr-43,Farfetch'd,NR,Pokémon,Miki Tanaka
nr-44,Geodude,NR,Pokémon,Masako Yamashita
nr-45,Goldeen,NR,Pokémon,Yuka Morii
nr-46,Murkrow,NR,Pokémon,Hironobu Yoshida
nr-47,Paras,NR,Pokémon,Kagemaru Himeno
nr-48,Quagsire,NR,Pokémon,Yuka Morii
nr-49,Qwilfish,NR,Pokémon,Sumiyoshi Kizuki
nr-5,Delibird,NR,Pokémon,Tomokazu Komiya
nr-50,Remoraid,NR,Pokémon,Miki Tanaka
nr-51,Shuckle,NR,Pokémon,Yuka Morii
nr-52,Skiploom,NR,Pokémon,Mitsuhiro Arita
nr-53,Slugma,NR,Pokémon,Kagemaru Himeno
nr-54,Smoochum,NR,Pokémon,Atsuko Nishida
nr-55,Snubbull,NR,Pokémon,Tomokazu Komiya
nr-56,Staryu,NR,Pokémon,Mitsuhiro Arita
nr-57,Swinub,NR,Pokémon,Miki Tanaka
nr-58,Unown [K],NR,Pokémon,CR CG gangs
nr-58-unown-k,Unown \[K\],NR,,CR CG gangs
nr-59,Zubat,NR,Pokémon,Yukiko Baba
nr-6,Entei,NR,Pokémon,Ken Sugimori
nr-60,Balloon Berry,NR,Trainer,Keiji Kinebuchi
nr-61,Healing Field,NR,Trainer,Keiji Kinebuchi
nr-62,Pokémon Breeder Fields,NR,Trainer,Ken Sugimori
nr-63,Rocket's Hideout,NR,Trainer,Keiji Kinebuchi
nr-64,Old Rod,NR,Trainer,Keiji Kinebuchi
nr-65,Shining Gyarados,NR,Pokémon,Ken Sugimori
nr-66,Shining Magikarp,NR,Pokémon,Ken Sugimori
nr-7,Ho-oh,NR,Pokémon,Kimiya Masago
nr-7-ho-oh,Ho-Oh,NR,,Kimiya Masago
nr-8,Houndoom,NR,Pokémon,Mitsuhiro Arita
nr-9,Jumpluff,NR,Pokémon,Kagemaru Himeno
tr-1,Dark Alakazam,TR,Pokémon,Ken Sugimori
tr-10,Dark Machamp,TR,Pokémon,Mitsuhiro Arita
tr-11,Dark Magneton,TR,Pokémon,Miki Tanaka
tr-12,Dark Slowbro,TR,Pokémon,Mitsuhiro Arita
tr-13,Dark Vileplume,TR,Pokémon,Kagemaru Himeno
tr-14,Dark Weezing,TR,Pokémon,Shin-ichi Yoshida
tr-15,Here Comes Team Rocket!,TR,Trainer,Ken Sugimori
tr-16,Rocket's Sneak Attack,TR,Trainer,Ken Sugimori
tr-17,Rainbow Energy,TR,Energy,Takumi Akabane
tr-18,Dark Alakazam,TR,Pokémon,Ken Sugimori
tr-19,Dark Arbok,TR,Pokémon,Mitsuhiro Arita
tr-2,Dark Arbok,TR,Pokémon,Mitsuhiro Arita
tr-20,Dark Blastoise,TR,Pokémon,Mitsuhiro Arita
tr-21,Dark Charizard,TR,Pokémon,Ken Sugimori
tr-22,Dark Dragonite,TR,Pokémon,Mitsuhiro Arita
tr-23,Dark Dugtrio,TR,Pokémon,Kagemaru Himeno
tr-24,Dark Golbat,TR,Pokémon,Mitsuhiro Arita
tr-25,Dark Gyarados,TR,Pokémon,Kagemaru Himeno
tr-26,Dark Hypno,TR,Pokémon,Kagemaru Himeno
tr-27,Dark Machamp,TR,Pokémon,Mitsuhiro Arita
tr-28,Dark Magneton,TR,Pokémon,Miki Tanaka
tr-29,Dark Slowbro,TR,Pokémon,Mitsuhiro Arita
tr-3,Dark Blastoise,TR,Pokémon,Mitsuhiro Arita
tr-30,Dark Vileplume,TR,Pokémon,Kagemaru Himeno
tr-31,Dark Weezing,TR,Pokémon,Shin-ichi Yoshida
tr-32,Dark Charmeleon,TR,,Kagemaru Himeno
tr-33,Dark Dragonair,TR,Pokémon,Kagemaru Himeno
tr-34,Dark Electrode,TR,Pokémon,Ken Sugimori
tr-35,Dark Flareon,TR,Pokémon,Mitsuhiro Arita
tr-36,Dark Gloom,TR,Pokémon,Kagemaru Himeno
tr-37,Dark Golduck,TR,Pokémon,Mitsuhiro Arita
tr-38,Dark Jolteon,TR,Pokémon,Mitsuhiro Arita
tr-39,Dark Kadabra,TR,Pokémon,Kagemaru Himeno
tr-4,Dark Charizard,TR,Pokémon,Ken Sugimori
tr-40,Dark Machoke,TR,Pokémon,Mitsuhiro Arita
tr-41,Dark Muk,TR,Pokémon,Kagemaru Himeno
tr-42,Dark Persian,TR,Pokémon,Shin-ichi Yoshida
tr-43,Dark Primeape,TR,Pokémon,Mitsuhiro Arita
tr-44,Dark Rapidash,TR,Pokémon,Kagemaru Himeno
tr-45,Dark Vaporeon,TR,Pokémon,Mitsuhiro Arita
tr-46,Dark Wartortle,TR,Pokémon,Kagemaru Himeno
tr-47,Magikarp,TR,Pokémon,Kagemaru Himeno
tr-48,Porygon,TR,Pokémon,Keiji Kinebuchi
tr-49,Abra,TR,Pokémon,Sumiyoshi Kizuki
tr-5,Dark Dragonite,TR,Pokémon,Mitsuhiro Arita
tr-50,Charmander,TR,Pokémon,Kagemaru Himeno
tr-51,Dark Raticate,TR,Pokémon,Shin-ichi Yoshida
tr-52,Diglett,TR,Pokémon,Sumiyoshi Kizuki
tr-53,Dratini,TR,Pokémon,Kagemaru Himeno
tr-54,Drowzee,TR,Pokémon,Kagemaru Himeno
tr-55,Eevee,TR,Pokémon,Atsuko Nishida
tr-56,Ekans,TR,Pokémon,Ken Sugimori
tr-57,Grimer,TR,Pokémon,Kagemaru Himeno
tr-58,Koffing,TR,Pokémon,Sumiyoshi Kizuki
tr-59,Machop,TR,Pokémon,Ken Sugimori
tr-6,Dark Dugtrio,TR,Pokémon,Kagemaru Himeno
tr-60,Magnemite,TR,Pokémon,Miki Tanaka
tr-61,Mankey,TR,Pokémon,Sumiyoshi Kizuki
tr-62,Meowth,TR,Pokémon,Atsuko Nishida
tr-63,Oddish,TR,Pokémon,Kagemaru Himeno
tr-64,Ponyta,TR,Pokémon,Atsuko Nishida
tr-65,Psyduck,TR,Pokémon,Mitsuhiro Arita
tr-66,Rattata,TR,Pokémon,Atsuko Nishida
tr-67,Slowpoke,TR,Pokémon,Sumiyoshi Kizuki
tr-68,Squirtle,TR,Pokémon,Atsuko Nishida
tr-69,Voltorb,TR,Pokémon,Ken Sugimori
tr-7,Dark Golbat,TR,Pokémon,Mitsuhiro Arita
tr-70,Zubat,TR,Pokémon,Mitsuhiro Arita
tr-71,Here Comes Team Rocket!,TR,Trainer,Ken Sugimori
tr-72,Rocket's Sneak Attack,TR,Trainer,Ken Sugimori
tr-73,The Boss's Way,TR,Trainer,Ken Sugimori
tr-74,Challenge!,TR,Trainer,Kagemaru Himeno
tr-75,Digger,TR,Trainer,Sumiyoshi Kizuki
tr-76,Imposter Oak's Revenge,TR,,Ken Sugimori
tr-77,Nightly Garbage Run,TR,Trainer,Sumiyoshi Kizuki
tr-78,Goop Gas Attack,TR,Trainer,Sumiyoshi Kizuki
tr-79,Sleep!,TR,Trainer,Sumiyoshi Kizuki
tr-8,Dark Gyarados,TR,Pokémon,Kagemaru Himeno
tr-80,Rainbow Energy,TR,Energy,Takumi Akabane
tr-81,Full Heal Energy,TR,Energy,Keiji Kinebuchi
tr-82,Potion Energy,TR,Energy,Keiji Kinebuchi
tr-83,Dark Raichu,TR,Pokémon,Mitsuhiro Arita
tr-9,Dark Hypno,TR,Pokémon,Kagemaru Himeno
